epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
116,0.373222939453125,87.12,98.786,0.33388765711784363,90.53,99.77000000000001
117,0.3758108526134491,86.906,98.68599999999999,0.34737911403179167,90.58,99.63
118,0.3662895313358307,87.236,98.866,0.35998827743530276,90.59,99.6
119,0.3670096245765686,87.102,98.83,0.3453169677734375,91.10000000000001,99.72
120,0.3646135367012024,87.33,98.804,0.33322507543563845,90.99000000000001,99.74
121,0.3712326644039154,87.054,98.756,0.3114162793636322,91.71000000000001,99.76
122,0.35739109707832334,87.64,98.9,0.3378078987121582,91.19,99.75
123,0.36552201862335204,87.31,98.886,0.37013805866241456,90.33,99.59
124,0.36749827045440675,87.252,98.82,0.33257184357643127,90.9,99.72999999999999
125,0.3645488884544373,87.254,98.784,0.3339446109771729,91.0,99.7
126,0.36484422164440156,87.37,98.83999999999999,0.34256264548301696,90.8,99.7
127,0.3562821948337555,87.71,98.882,0.3382230272293091,90.75999999999999,99.69
128,0.35709126916885375,87.58,98.882,0.31076941368579863,91.34,99.76
129,0.35676985460281374,87.676,98.798,0.37858635540008545,90.25,99.56
130,0.34800925989151,87.812,98.856,0.3558588445186615,90.28,99.65
131,0.354017385225296,87.636,98.888,0.3363252451896667,91.12,99.65
132,0.3489236124420166,87.874,98.92999999999999,0.31200394439697265,91.46,99.75
133,0.35383177708625796,87.548,98.908,0.34730898342132566,91.13,99.75
134,0.3570563495540619,87.678,98.854,0.34162700748443603,91.11,99.72
135,0.34955239213943484,87.708,98.92800000000001,0.35491476912498476,90.92,99.7
136,0.35069684325218203,87.726,98.822,0.3436965079307556,90.96,99.78
137,0.3557398613023758,87.68599999999999,98.89,0.3302467318058014,91.36,99.7
138,0.34850646744728087,87.888,98.896,0.3427961961746216,91.28,99.76
139,0.3423217202949524,88.094,98.85000000000001,0.3516859495162964,91.14999999999999,99.6
140,0.349617338886261,87.834,98.894,0.3682924286842346,90.99000000000001,99.67
141,0.3451370712852478,88.016,98.824,0.37192185592651367,90.89,99.62
142,0.3423057201099396,88.196,98.926,0.3126304923057556,91.66,99.71
143,0.3490457936191559,87.868,98.83999999999999,0.36158854751586916,90.9,99.68
144,0.3426479586791992,88.252,98.882,0.3763971270561218,90.95,99.59
145,0.3424595252799988,88.126,98.888,0.3750691345691681,90.97,99.76
146,0.3439104433441162,88.184,98.82600000000001,0.3542774865627289,91.32000000000001,99.68
147,0.34117079728126526,88.098,98.848,0.34848747506141664,91.36999999999999,99.72999999999999
148,0.34080904525756833,88.262,98.952,0.34602925186157224,91.28,99.72
149,0.3360208747959137,88.39,98.92,0.37064777698516843,90.82000000000001,99.74
150,0.3413591767311096,88.14,98.882,0.3727585274934769,90.96,99.63
151,0.33635601477622984,88.232,98.868,0.32371747612953183,91.52,99.7
152,0.3342964952468872,88.436,98.938,0.31120504474639893,91.62,99.68
153,0.3393355498504639,88.30799999999999,98.902,0.3351807610988617,91.47999999999999,99.75
154,0.3349609941005707,88.476,98.886,0.36430581712722776,91.29,99.66000000000001
155,0.3370853050041199,88.304,98.904,0.3552930159330368,91.25999999999999,99.72999999999999
156,0.3335894502735138,88.458,98.91,0.3437639271736145,91.47,99.75
157,0.3355599380683899,88.30799999999999,98.86399999999999,0.35462537117004395,91.17,99.68
158,0.3343057945823669,88.4,98.938,0.3537729670524597,91.19,99.6
159,0.33139228981018065,88.548,98.894,0.34053082456588746,91.3,99.7
160,0.33239500158309937,88.458,98.91799999999999,0.34563708024024964,91.36,99.7
161,0.33420645492553713,88.544,98.888,0.362397275352478,91.11,99.72
162,0.3299669924879074,88.488,98.962,0.33383857355117796,91.78,99.66000000000001
163,0.3344455720615387,88.47,98.886,0.3658831508636475,91.41,99.64
164,0.32212504778385165,88.768,99.00999999999999,0.3266691467285156,91.86999999999999,99.77000000000001
165,0.32735367606163024,88.68,98.976,0.34626799049377444,91.67999999999999,99.67
166,0.3233809900665283,88.82,98.996,0.380732192325592,91.27,99.67
167,0.32400901970863344,88.712,98.916,0.39138282413482667,90.9,99.62
168,0.3254534689617157,88.67,98.962,0.3665341980934143,91.24,99.59
169,0.3213232608222961,89.1,98.91799999999999,0.33505846552848817,91.78,99.71
170,0.3221569628238678,88.88000000000001,98.856,0.34228690385818483,91.39,99.75
171,0.31664423195838926,89.098,98.964,0.3457819572925568,91.7,99.69
172,0.3227641817378998,88.824,98.938,0.3874893802642822,91.19,99.7
173,0.3228008435630798,88.792,98.952,0.4040743064880371,90.52,99.55000000000001
174,0.3214019467830658,88.914,99.028,0.32968499822616576,91.56,99.72
175,0.3245828705215454,88.776,98.964,0.37112247529029846,91.0,99.65
176,0.3198621888637543,88.8,98.92,0.33923196768760683,91.72,99.68
177,0.3224568187522888,88.81400000000001,98.926,0.35397701263427733,91.55,99.71
178,0.3093947314834595,89.374,99.064,0.35754588680267335,91.43,99.71
179,0.31862660150527955,89.008,98.98,0.36725090866088866,91.32000000000001,99.71
180,0.3144217023468018,89.116,98.944,0.35000680856704713,91.38,99.7
181,0.31426665741920473,89.19399999999999,99.054,0.3436351305007935,91.43,99.72
182,0.31594027122974394,88.872,99.012,0.36040550282001493,91.52,99.66000000000001
183,0.31471501757621767,88.952,99.012,0.3573332810878754,91.64,99.7
184,0.3083531976890564,89.32,99.034,0.38995936570167544,90.89,99.6
185,0.3148145184421539,89.156,99.014,0.34318468160629273,91.86999999999999,99.69
186,0.3133830456733704,89.114,99.03800000000001,0.33658420090675356,91.9,99.79
187,0.3128140761566162,89.068,98.962,0.40600379033088685,90.82000000000001,99.75
188,0.3068824219608307,89.364,98.98599999999999,0.34765176267623904,91.75,99.78
189,0.3082375230503082,89.214,99.048,0.3476073112487793,92.05,99.75
190,0.3196723708677292,88.902,99.00999999999999,0.32883776779174806,92.04,99.78
191,0.3054826370334625,89.352,99.068,0.3702380856513977,91.61,99.52
192,0.31074538419723513,89.176,99.016,0.3512806676864624,91.92,99.68
193,0.31191492219924927,89.226,99.032,0.38184460535049436,91.24,99.64
194,0.3106902745723724,89.216,99.004,0.34132898211479185,91.5,99.68
195,0.30014573103904724,89.606,99.092,0.3821234903812408,91.49000000000001,99.7
196,0.3082842344093323,89.134,99.03,0.35169689061641696,92.02,99.72
197,0.307308833026886,89.292,99.002,0.3524592887163162,91.84,99.68
198,0.30334951043128966,89.51400000000001,99.016,0.3782208658695221,91.41,99.76
199,0.3094152857875824,89.266,98.988,0.3614437216281891,91.74,99.7
200,0.3099162861728668,89.254,99.02,0.3583005574941635,91.67999999999999,99.77000000000001
